img,earlyResp,earlyRespLatency,resp,latency
-,-,CARRY,-,-
059a.jpg,,,n,0.2166528
059a.jpg,,,y,3.8724062
063a.jpg,,,n,1.6368024
063a.jpg,,,y,1.1794454
068a.jpg,,,y,0.4142263
068a.jpg,,,y,0.4316988
070a.jpg,,,n,0.796484
070a.jpg,,,y,0.2251246
079a.jpg,,,y,0.4223044
079a.jpg,,,y,1.3794897
082a.jpg,,,n,0.4636783
082a.jpg,,,y,0.4173853
083a.jpg,,,n,0.7810846
083a.jpg,,,y,0.7857549
087a.jpg,,,n,0.863323
087a.jpg,,,y,0.5788274
090a.jpg,,,y,1.2217168
090a.jpg,,,y,1.1398411
091a.jpg,,,y,0.423039
091a.jpg,,,y,0.2441961
092a.jpg,,,y,0.4556004
092a.jpg,,,y,0.3856723
095a.jpg,,,n,0.7177887
095a.jpg,,,y,1.0266284
097a.jpg,,,n,0.2381792
097a.jpg,,,n,0.4387563
098a.jpg,,,y,0.2394702
098a.jpg,,,y,0.6683616
099a.jpg,,,y,0.536042
099a.jpg,,,y,0.3249018
100a.jpg,,,y,0.2606634
100a.jpg,,,y,0.4690803
102a.jpg,,,y,0.1136773
102a.jpg,,,y,0.5476557
103a.jpg,,,n,0.4113198
103a.jpg,,,n,1.1588913
104a.jpg,,,n,0.3699116
104a.jpg,,,y,0.4287861
105a.jpg,,,n,0.7846482
105a.jpg,,,y,0.2977032
107a.jpg,,,y,0.0146583
107a.jpg,,,y,0.1212833
108a.jpg,,,n,0.77426
108a.jpg,,,y,0.293593
109a.jpg,,,n,0.2910271
109a.jpg,,,y,0.811819
112a.jpg,,,y,1.0744079
112a.jpg,,,y,0.5641174
113a.jpg,,,y,0.4469141
113a.jpg,,,y,0.2033123
115a.jpg,,,n,0.1920341
115a.jpg,,,y,0.3377884
117a.jpg,,,y,0.2647319
117a.jpg,,,y,0.796655
121a.jpg,,,n,0.7027925
121a.jpg,,,n,0.204611
122a.jpg,,,y,1.5094427
122a.jpg,,,y,0.2901677
123a.jpg,,,n,0.9650192
123a.jpg,,,y,0.4687902
124a.jpg,,,y,1.1166904
124a.jpg,,,y,0.3050296
125a.jpg,,,n,0.4873842
125a.jpg,,,y,0.3775838
126a.jpg,,,n,0.4033899
126a.jpg,,,y,0.6290235
127a.jpg,,,n,0.2305221
127a.jpg,,,y,0.7229964
128a.jpg,,,n,0.3369153
128a.jpg,,,y,0.1274779
129a.jpg,,,y,0.8799043
129a.jpg,,,y,0.4177172
130a.jpg,,,n,0.2534995
130a.jpg,,,y,0.2255141
131a.jpg,,,y,0.287415
131a.jpg,,,n,0.9871163
133a.jpg,,,n,0.3889827
133a.jpg,,,y,0.4731022
134a.jpg,,,n,0.9058585
134a.jpg,,,y,0.3654753
135a.jpg,,,n,0.3804825
135a.jpg,,,y,0.3197986
136a.jpg,,,n,0.628675
136a.jpg,,,y,0.3264013
139a.jpg,,,n,0.2936244
139a.jpg,,,y,0.2585173
141a.jpg,,,y,0.20613
141a.jpg,,,y,0.2665583
142a.jpg,,,y,0.2623641
142a.jpg,,,y,0.1952153
144a.jpg,,,y,0.5027734
144a.jpg,,,y,0.2497686
145a.jpg,,,y,0.9298838
145a.jpg,,,y,0.4820599
147a.jpg,,,y,2.8128816
147a.jpg,,,y,0.9280744
149a.jpg,,,y,0.575776
149a.jpg,,,y,0.2755724
150a.jpg,,,y,0.2168494
150a.jpg,,,y,0.6598234
152a.jpg,,,y,0.3684431
152a.jpg,,,y,0.1063913
153a.jpg,y,1.6207174,y,0.3837824
153a.jpg,,,y,0.2823177
154a.jpg,y,1.8993461,y,2.2008909
154a.jpg,,,y,0.2631419
155a.jpg,,,y,1.1760767
155a.jpg,,,y,0.4736661
157a.jpg,,,y,0.7897348
157a.jpg,,,n,0.2507683
158a.jpg,,,n,0.804721
158a.jpg,,,y,0.3725547
160a.jpg,,,n,0.2394215
160a.jpg,,,n,0.6063447
161a.jpg,,,y,0.3183505
161a.jpg,,,y,1.2311855
162a.jpg,,,y,0.2383066
162a.jpg,,,y,0.4875387
164a.jpg,,,n,1.0988698
164a.jpg,,,y,0.518152
