img,earlyResp,earlyRespLatency,resp,latency
126a.jpg,,,y,1.0023960000107763
083a.jpg,,,y,1.0022234999923967
129a.jpg,,,y,1.001890400002594
160a.jpg,,,y,1.0021864000009373
113a.jpg,,,y,1.0021665999956895
125a.jpg,,,y,1.0023175000096671
164a.jpg,,,y,1.0025478000025032
162a.jpg,,,y,1.0020188000053167
063a.jpg,,,y,1.002593800003524
059a.jpg,,,y,1.0021854999940842
092a.jpg,,,y,1.0020549000037136
122a.jpg,,,y,1.0023797000030754
117a.jpg,,,y,1.0026264000043739
161a.jpg,,,y,1.0023795000015525
136a.jpg,,,y,1.0020751000120072
130a.jpg,,,y,1.002134299997124
152a.jpg,,,y,1.0025962999934563
157a.jpg,,,y,1.002439100004267
103a.jpg,,,y,1.0024322999961441
149a.jpg,,,y,1.0023486999998568
109a.jpg,,,y,1.0032170999911614
133a.jpg,,,y,1.0026138999965042
135a.jpg,,,y,1.001849599997513
131a.jpg,,,y,1.0020641000010073
153a.jpg,,,y,1.0026012000016635
107a.jpg,,,y,1.001900299990666
105a.jpg,,,y,1.0029327000083867
121a.jpg,,,y,1.0017988000035984
098a.jpg,,,y,1.0023099000100046
090a.jpg,,,y,1.002642499996
087a.jpg,,,y,10.011008000001311
