img,earlyResp,earlyRespLatency,resp,latency
141a.jpg,,,y,0.2886899000000085
123a.jpg,,,y,0.21820649999995112
103a.jpg,,,y,0.039202900000077534
161a.jpg,,,y,0.19175050000001193
122a.jpg,,,n,0.8881806000000552
147a.jpg,,,n,1.4066221000000496
136a.jpg,,,y,0.47949900000003254
105a.jpg,,,y,0.10425359999999273
079a.jpg,,,n,0.8003717000000279
149a.jpg,,,y,0.22373270000002776
082a.jpg,,,y,0.4054850999999644
154a.jpg,,,y,0.2517444999999725
095a.jpg,,,y,0.2733482000001004
104a.jpg,,,y,0.35452189999989514
109a.jpg,,,n,1.1483648000000812
063a.jpg,,,n,0.7326821999999993
127a.jpg,n,0.6822380999999496,y,0.3290236000000277
145a.jpg,,,n,0.1727242000000615
139a.jpg,,,n,0.42155399999990095
134a.jpg,,,n,0.19161129999997684
126a.jpg,y,1.8127506000000722,y,0.32918420000009974
100a.jpg,,,y,0.2750186999999187
099a.jpg,,,n,0.4178265000000465
115a.jpg,,,y,0.23576739999998608
098a.jpg,,,n,0.18545349999999416
107a.jpg,,,n,0.19197220000000925
090a.jpg,y,1.697384599999964,y,0.29847739999991063
083a.jpg,,,n,0.2711147999999639
091a.jpg,,,n,0.2016707000000224
117a.jpg,,,y,0.2546488999998928
121a.jpg,,,y,0.25291580000009617
097a.jpg,,,y,0.3975799999999481
164a.jpg,,,y,0.1329972999999427
102a.jpg,,,n,0.21903379999992012
142a.jpg,n,1.9302450999999792,n,0.32577600000001894
125a.jpg,,,n,0.20791970000004767
135a.jpg,,,y,0.27919539999993503
129a.jpg,y,1.88127970000005,y,0.47607589999995525
155a.jpg,,,y,0.7548567999999705
133a.jpg,,,y,0.5528867000000446
130a.jpg,,,y,0.8512271999999257
108a.jpg,,,y,0.24726689999999962
150a.jpg,,,y,0.22254689999999755
112a.jpg,,,n,0.27891619999991235
128a.jpg,,,y,0.25970970000003035
157a.jpg,,,y,0.1912489999999707
153a.jpg,,,y,0.2032450000000381
092a.jpg,,,n,0.052252800000019306
152a.jpg,y,1.9689423999999462,y,0.40240460000006806
162a.jpg,,,n,0.2412747999999283
144a.jpg,,,y,0.19712670000001253
087a.jpg,,,n,0.20055920000004335
124a.jpg,,,y,0.1716998000000558
158a.jpg,,,y,0.2422994999999446
160a.jpg,,,n,0.1778206000000182
059a.jpg,,,y,0.252469700000006
113a.jpg,,,n,0.35303669999996146
131a.jpg,,,n,0.44058319999999185
068a.jpg,,,y,0.2504077999999481
070a.jpg,,,n,0.275558300000057
-,-,CARRY,-,-
105a.jpg,,,y,0.8312014999999064
068a.jpg,,,n,0.8358613999999989
161a.jpg,,,y,0.5158792999999378
125a.jpg,,,n,0.3211558000000423
095a.jpg,,,y,0.49742730000002666
133a.jpg,,,y,0.406948199999988
102a.jpg,,,n,0.2791626999999153
092a.jpg,,,n,0.2848622000000205
153a.jpg,,,n,0.4543828000000758
135a.jpg,,,n,0.32283719999998084
099a.jpg,,,n,0.47749659999999494
136a.jpg,,,n,0.34866009999996095
162a.jpg,,,n,0.34782370000004903
157a.jpg,,,n,0.25884800000005725
145a.jpg,,,n,0.37273990000005597
152a.jpg,,,n,0.3221810000000005
124a.jpg,,,n,0.7109232000000247
