img,earlyResp,earlyRespLatency,resp,latency
164a.jpg,n,7.320000440813601e-05,y,1.3183398000110174
103a.jpg,,,y,0.5996556999889435
083a.jpg,,,y,0.3517022000014549
145a.jpg,,,y,0.26234600000316277
070a.jpg,,,n,0.25049390000640415
079a.jpg,,,y,0.34767219999048393
127a.jpg,,,y,0.24741489998996258
068a.jpg,,,y,0.24159320000035223
160a.jpg,,,y,0.40674720000242814
097a.jpg,,,n,0.4365746000112267
161a.jpg,,,y,0.2898579999891808
100a.jpg,y,1.941222800000105,y,0.4710134999913862
144a.jpg,,,y,0.7315003999974579
099a.jpg,,,y,0.9228825999889523
115a.jpg,,,y,0.28830509999534115
155a.jpg,,,y,0.24057819999870844
063a.jpg,,,y,0.23509639999247156
082a.jpg,,,n,0.23595649999333546
124a.jpg,,,n,0.35226859999238513
142a.jpg,,,y,0.23425250001309905
123a.jpg,,,n,0.36688089999370277
087a.jpg,,,n,0.26073660000110976
125a.jpg,,,y,0.3794960000086576
135a.jpg,,,y,0.5973368999984814
090a.jpg,,,n,0.2658876999921631
059a.jpg,y,1.9541329000057885,y,0.4364445999963209
095a.jpg,,,y,0.2564423000003444
121a.jpg,,,y,0.2871314999938477
102a.jpg,,,y,0.23351729998830706
108a.jpg,,,n,0.43771129999367986
141a.jpg,,,n,0.5090592999913497
105a.jpg,,,y,0.4226003999938257
153a.jpg,,,n,0.21294729999499395
129a.jpg,,,n,0.5966706000035629
126a.jpg,,,y,0.4444785000086995
154a.jpg,,,n,0.7638876999990316
104a.jpg,,,n,0.3808854000089923
091a.jpg,,,n,0.6088196999917272
122a.jpg,,,y,0.1951151000102982
128a.jpg,,,n,0.19820009999966715
149a.jpg,,,n,0.21989680000115186
152a.jpg,,,n,0.5260275000036927
139a.jpg,,,y,0.8676695000031032
162a.jpg,,,n,0.25455690000671893
150a.jpg,,,n,0.23223690000304487
117a.jpg,,,y,0.3247325999982422
147a.jpg,,,y,0.2365330000029644
136a.jpg,,,y,0.2558731000026455
158a.jpg,,,n,0.32252680000965483
112a.jpg,,,n,0.09113570000045002
131a.jpg,,,n,0.251961099987966
107a.jpg,,,n,0.41185330000007525
134a.jpg,,,n,0.35507760000473354
109a.jpg,,,n,0.50710839999374
130a.jpg,,,y,0.306435300008161
092a.jpg,,,y,0.3749024999997346
157a.jpg,,,y,0.3325905999954557
098a.jpg,,,y,0.4722875000006752
113a.jpg,,,n,0.06581050000386313
133a.jpg,,,n,1.3468829000048572
-,-,CARRY,-,-
102a.jpg,,,y,1.224380600004224
059a.jpg,y,1.9683403000090038,y,0.7017480000067735
092a.jpg,,,y,0.3769334999960847
115a.jpg,,,y,0.38491190000786446
139a.jpg,,,n,0.1998981999931857
129a.jpg,,,n,0.25702939998882357
135a.jpg,,,n,0.318683699995745
070a.jpg,,,y,0.28228040000249166
107a.jpg,,,y,0.2481876999954693
158a.jpg,,,n,0.36249189999944065
152a.jpg,,,y,0.3051439999981085
141a.jpg,,,n,0.2823514000046998
091a.jpg,,,n,0.29033020000497345
155a.jpg,,,y,0.27065350000339095
090a.jpg,,,y,0.2302707999915583
125a.jpg,y,1.991229299994302,y,0.3538073999952758
104a.jpg,,,y,0.23444109999400098
082a.jpg,,,y,0.267231299993
121a.jpg,,,y,0.24060459999600425
150a.jpg,,,y,1.4916051000036532
105a.jpg,,,y,0.1729328999936115
122a.jpg,,,y,0.20796909999626223
124a.jpg,,,y,0.24564720000489615
126a.jpg,,,y,0.20882349999737926
134a.jpg,,,y,0.303805999996257
128a.jpg,,,n,0.3827936000016052
160a.jpg,,,n,0.7530552999960491
131a.jpg,,,y,0.26051180000649765
103a.jpg,,,y,0.5194057999906363
127a.jpg,,,y,0.3362504999968223
133a.jpg,,,y,0.4711867000005441
097a.jpg,n,1.624957699998049,n,1.1855375000013737
144a.jpg,,,y,0.9191397000104189
123a.jpg,,,n,0.6674907999986317
113a.jpg,,,y,0.4922378000046592
136a.jpg,,,y,0.8028900999925099
095a.jpg,,,y,0.5360885999980383
099a.jpg,,,y,0.7493976999976439
164a.jpg,,,y,0.09897789999376982
098a.jpg,,,n,0.5134752000012668
162a.jpg,,,y,0.7664045999990776
149a.jpg,,,y,1.1149596000032034
079a.jpg,,,y,2.3450935000000754
109a.jpg,,,n,0.23179689999960829
063a.jpg,,,y,0.390428200000315
087a.jpg,,,y,0.33491780000622384
153a.jpg,,,n,0.21062729999539442
157a.jpg,,,y,0.2380916999973124
083a.jpg,,,y,0.41786339999816846
145a.jpg,,,y,0.33557130000554025
154a.jpg,,,y,0.2821955999970669
142a.jpg,,,y,0.18811629999254365
147a.jpg,,,y,1.1315335999970557
130a.jpg,,,n,0.3062419000052614
112a.jpg,,,y,0.45410370000172406
100a.jpg,y,1.9635602999915136,y,0.29802259999269154
117a.jpg,,,y,0.2529197999974713
068a.jpg,,,n,0.28301830000418704
108a.jpg,,,n,0.3115187000075821
161a.jpg,,,y,0.07841189998725895
